,pollster:id,middle_date,choice:id,value,week_label
999,Ipsos,2021-02-17,SPOLU,0.205,W07/21
1000,Ipsos,2021-02-17,SPD,0.094,W07/21
1001,Ipsos,2021-02-17,KSČM,0.048,W07/21
1002,Ipsos,2021-02-17,ČSSD,0.055,W07/21
1003,Ipsos,2021-02-17,Trikolóra,0.034,W07/21
1004,Ipsos,2021-02-17,Zelení,0.016,W07/21
1005,Kantar,2021-02-24,ANO,0.205,W08/21
1006,Kantar,2021-02-24,ODS,0.095,W08/21
1007,Kantar,2021-02-24,Piráti,0.22,W08/21
1008,Kantar,2021-02-24,KSČM,0.05,W08/21
1009,Kantar,2021-02-24,SPD,0.105,W08/21
1010,Kantar,2021-02-24,ČSSD,0.045,W08/21
1011,Kantar,2021-02-24,KDU-ČSL,0.045,W08/21
1012,Kantar,2021-02-24,STAN,0.13,W08/21
1013,Kantar,2021-02-24,TOP 09,0.055,W08/21
1014,Kantar,2021-02-24,Piráti+STAN,0.34,W08/21
1015,Kantar,2021-02-24,ANO,0.22,W08/21
1016,Kantar,2021-02-24,SPOLU,0.175,W08/21
1017,Kantar,2021-02-24,SPD,0.11,W08/21
1018,Kantar,2021-02-24,KSČM,0.055,W08/21
1019,Kantar,2021-02-24,ČSSD,0.045,W08/21
1020,Median,2021-03-15,ANO,0.245,W11/21
1021,Median,2021-03-15,Piráti+STAN,0.275,W11/21
1022,Median,2021-03-15,SPOLU,0.175,W11/21
1023,Median,2021-03-15,SPD,0.1,W11/21
1024,Median,2021-03-15,ČSSD,0.04,W11/21
1025,Median,2021-03-15,KSČM,0.075,W11/21
1026,Median,2021-03-15,Trikolóra,0.03,W11/21
1027,Median,2021-03-15,Zelení,0.02,W11/21
1028,Ipsos,2021-03-14,ANO,0.253,W10/21
1029,Ipsos,2021-03-14,Piráti+STAN,0.26899999999999996,W10/21
1030,Ipsos,2021-03-14,SPOLU,0.209,W10/21
1031,Ipsos,2021-03-14,SPD,0.095,W10/21
1032,Ipsos,2021-03-14,KSČM,0.04,W10/21
1033,Ipsos,2021-03-14,ČSSD,0.04,W10/21
1034,Ipsos,2021-03-14,Trikolóra,0.031,W10/21
1035,Ipsos,2021-03-14,Zelení,0.015,W10/21
1036,Kantar,2021-03-28,ANO,0.225,W12/21
1037,Kantar,2021-03-28,ODS,0.09,W12/21
1038,Kantar,2021-03-28,Piráti,0.2,W12/21
1039,Kantar,2021-03-28,KSČM,0.05,W12/21
1040,Kantar,2021-03-28,SPD,0.115,W12/21
1041,Kantar,2021-03-28,ČSSD,0.03,W12/21
1042,Kantar,2021-03-28,KDU-ČSL,0.04,W12/21
1043,Kantar,2021-03-28,STAN,0.12,W12/21
1044,Kantar,2021-03-28,TOP 09,0.065,W12/21
1045,Kantar,2021-03-28,Přísaha,0.02,W12/21
1046,Kantar,2021-03-28,Piráti+STAN,0.3,W12/21
1047,Kantar,2021-03-28,ANO,0.235,W12/21
1048,Kantar,2021-03-28,SPOLU,0.19,W12/21
1049,Kantar,2021-03-28,SPD,0.12,W12/21
1050,Kantar,2021-03-28,KSČM,0.05,W12/21
1051,Kantar,2021-03-28,ČSSD,0.03,W12/21
1052,Kantar,2021-03-28,Trikolóra+Svobodní+Soukromníci,0.025,W12/21
1053,Kantar,2021-03-28,Přísaha,0.02,W12/21
1054,Data Collect,2021-03-28,ANO,0.20800000000000002,W12/21
1055,Data Collect,2021-03-28,ODS,0.1,W12/21
1056,Data Collect,2021-03-28,Piráti,0.172,W12/21
1057,Data Collect,2021-03-28,KSČM,0.027000000000000003,W12/21
1058,Data Collect,2021-03-28,SPD,0.126,W12/21
1059,Data Collect,2021-03-28,ČSSD,0.03,W12/21
1060,Data Collect,2021-03-28,KDU-ČSL,0.047,W12/21
1061,Data Collect,2021-03-28,STAN,0.14300000000000002,W12/21
1062,Data Collect,2021-03-28,TOP 09,0.055,W12/21
1063,Data Collect,2021-03-28,Trikolóra,0.033,W12/21
1064,Data Collect,2021-03-28,Piráti+STAN,0.285,W12/21
1065,Data Collect,2021-03-28,ANO,0.221,W12/21
1066,Data Collect,2021-03-28,SPOLU,0.182,W12/21
1067,Data Collect,2021-03-28,SPD,0.134,W12/21
1068,Data Collect,2021-03-28,KSČM,0.027999999999999997,W12/21
1069,Data Collect,2021-03-28,ČSSD,0.037000000000000005,W12/21
1070,Data Collect,2021-03-28,Trikolóra+Svobodní+Soukromníci,0.051,W12/21
1071,STEM,2021-04-10,Piráti+STAN,0.27899999999999997,W14/21
1072,STEM,2021-04-10,ANO,0.24,W14/21
1073,STEM,2021-04-10,SPOLU,0.166,W14/21
1074,STEM,2021-04-10,SPD,0.128,W14/21
1075,STEM,2021-04-10,ČSSD,0.07,W14/21
1076,STEM,2021-04-10,KSČM,0.052000000000000005,W14/21
1077,STEM,2021-04-10,Přísaha,0.024,W14/21
1078,STEM,2021-04-10,Trikolóra+Svobodní+Soukromníci,0.019,W14/21
1079,STEM,2021-04-10,Zelení,0.013999999999999999,W14/21
1080,STEM,2021-04-10,ANO,0.23800000000000002,W14/21
1081,STEM,2021-04-10,Piráti,0.18600000000000003,W14/21
1082,STEM,2021-04-10,SPD,0.129,W14/21
1083,STEM,2021-04-10,STAN,0.11,W14/21
1084,STEM,2021-04-10,ODS,0.087,W14/21
1085,STEM,2021-04-10,ČSSD,0.066,W14/21
1086,STEM,2021-04-10,KSČM,0.051,W14/21
1087,STEM,2021-04-10,TOP 09,0.040999999999999995,W14/21
1088,STEM,2021-04-10,KDU-ČSL,0.035,W14/21
1089,STEM,2021-04-10,Přísaha,0.024,W14/21
1090,STEM,2021-04-10,Zelení,0.011000000000000001,W14/21
1091,STEM,2021-04-10,Trikolóra,0.011000000000000001,W14/21
1092,Median,2021-04-17,ANO,0.21,W15/21
1093,Median,2021-04-17,Piráti+STAN,0.275,W15/21
1094,Median,2021-04-17,SPOLU,0.17,W15/21
1095,Median,2021-04-17,SPD,0.115,W15/21
1096,Median,2021-04-17,ČSSD,0.065,W15/21
1097,Median,2021-04-17,KSČM,0.06,W15/21
1098,Median,2021-04-17,Trikolóra+Svobodní+Soukromníci,0.025,W15/21
1099,Median,2021-04-17,Zelení,0.03,W15/21
1100,Median,2021-04-17,Přísaha,0.025,W15/21
1101,Ipsos,2021-04-10,ANO,0.222,W14/21
1102,Ipsos,2021-04-10,Piráti+STAN,0.27899999999999997,W14/21
1103,Ipsos,2021-04-10,SPOLU,0.217,W14/21
1104,Ipsos,2021-04-10,SPD,0.1,W14/21
1105,Ipsos,2021-04-10,KSČM,0.054000000000000006,W14/21
1106,Ipsos,2021-04-10,ČSSD,0.045,W14/21
1107,Ipsos,2021-04-10,Trikolóra+Svobodní+Soukromníci,0.036000000000000004,W14/21
1108,Ipsos,2021-04-10,Přísaha,0.024,W14/21
1109,Kantar,2021-04-21,ANO,0.2,W16/21
1110,Kantar,2021-04-21,ODS,0.115,W16/21
1111,Kantar,2021-04-21,Piráti,0.19,W16/21
1112,Kantar,2021-04-21,KSČM,0.05,W16/21
1113,Kantar,2021-04-21,SPD,0.11,W16/21
1114,Kantar,2021-04-21,ČSSD,0.035,W16/21
1115,Kantar,2021-04-21,KDU-ČSL,0.035,W16/21
1116,Kantar,2021-04-21,STAN,0.11,W16/21
1117,Kantar,2021-04-21,TOP 09,0.065,W16/21
1118,Kantar,2021-04-21,Přísaha,0.02,W16/21
1119,Kantar,2021-04-21,Trikolóra,0.02,W16/21
1120,Kantar,2021-04-21,Piráti+STAN,0.27,W16/21
1121,Kantar,2021-04-21,ANO,0.21,W16/21
1122,Kantar,2021-04-21,SPOLU,0.215,W16/21
1123,Kantar,2021-04-21,SPD,0.12,W16/21
1124,Kantar,2021-04-21,KSČM,0.05,W16/21
1125,Kantar,2021-04-21,ČSSD,0.04,W16/21
1126,Kantar,2021-04-21,Trikolóra+Svobodní+Soukromníci,0.035,W16/21
1127,Kantar,2021-04-21,Přísaha,0.025,W16/21
1128,Data Collect,2021-05-12,ANO,0.182,W19/21
1129,Data Collect,2021-05-12,ODS,0.11900000000000001,W19/21
1130,Data Collect,2021-05-12,Piráti,0.17300000000000001,W19/21
1131,Data Collect,2021-05-12,KSČM,0.06,W19/21
1132,Data Collect,2021-05-12,SPD,0.122,W19/21
1133,Data Collect,2021-05-12,ČSSD,0.028999999999999998,W19/21
1134,Data Collect,2021-05-12,KDU-ČSL,0.033,W19/21
1135,Data Collect,2021-05-12,STAN,0.126,W19/21
1136,Data Collect,2021-05-12,TOP 09,0.057,W19/21
1137,Data Collect,2021-05-12,Přísaha,0.037000000000000005,W19/21
1138,Data Collect,2021-05-12,Piráti+STAN,0.27,W19/21
1139,Data Collect,2021-05-12,ANO,0.19399999999999998,W19/21
1140,Data Collect,2021-05-12,SPOLU,0.207,W19/21
1141,Data Collect,2021-05-12,SPD,0.13,W19/21
1142,Data Collect,2021-05-12,KSČM,0.062,W19/21
1143,Data Collect,2021-05-12,ČSSD,0.036000000000000004,W19/21
1144,Data Collect,2021-05-12,Přísaha,0.038,W19/21
1145,Data Collect,2021-05-12,Trikolóra+Svobodní+Soukromníci,0.023,W19/21
1146,Median,2021-05-16,ANO,0.23,W19/21
1147,Median,2021-05-16,Piráti+STAN,0.24,W19/21
1148,Median,2021-05-16,SPOLU,0.195,W19/21
1149,Median,2021-05-16,SPD,0.09,W19/21
1150,Median,2021-05-16,ČSSD,0.07,W19/21
1151,Median,2021-05-16,KSČM,0.06,W19/21
1152,Median,2021-05-16,Trikolóra+Svobodní+Soukromníci,0.035,W19/21
1153,Median,2021-05-16,Zelení,0.025,W19/21
1154,Median,2021-05-16,Přísaha,0.04,W19/21
1155,Ipsos,2021-05-21,ANO,0.221,W20/21
1156,Ipsos,2021-05-21,Piráti+STAN,0.237,W20/21
1157,Ipsos,2021-05-21,SPOLU,0.231,W20/21
1158,Ipsos,2021-05-21,SPD,0.102,W20/21
1159,Ipsos,2021-05-21,KSČM,0.057999999999999996,W20/21
1160,Ipsos,2021-05-21,ČSSD,0.040999999999999995,W20/21
1161,Ipsos,2021-05-21,Trikolóra+Svobodní+Soukromníci,0.034,W20/21
1162,Ipsos,2021-05-21,Přísaha,0.043,W20/21
1163,Kantar,2021-05-19,ANO,0.19,W20/21
1164,Kantar,2021-05-19,ODS,0.115,W20/21
1165,Kantar,2021-05-19,Piráti,0.165,W20/21
1166,Kantar,2021-05-19,KSČM,0.05,W20/21
1167,Kantar,2021-05-19,SPD,0.1,W20/21
1168,Kantar,2021-05-19,ČSSD,0.03,W20/21
1169,Kantar,2021-05-19,KDU-ČSL,0.04,W20/21
1170,Kantar,2021-05-19,STAN,0.115,W20/21
1171,Kantar,2021-05-19,TOP 09,0.065,W20/21
1172,Kantar,2021-05-19,Přísaha,0.045,W20/21
1173,Kantar,2021-05-19,Trikolóra,0.025,W20/21
1174,Kantar,2021-05-19,Zelení,0.02,W20/21
1175,Kantar,2021-05-19,Piráti+STAN,0.26,W20/21
1176,Kantar,2021-05-19,ANO,0.2,W20/21
1177,Kantar,2021-05-19,SPOLU,0.215,W20/21
1178,Kantar,2021-05-19,SPD,0.1,W20/21
1179,Kantar,2021-05-19,KSČM,0.055,W20/21
1180,Kantar,2021-05-19,ČSSD,0.03,W20/21
1181,Kantar,2021-05-19,Trikolóra+Svobodní+Soukromníci,0.04,W20/21
1182,Kantar,2021-05-19,Přísaha,0.05,W20/21
1183,Kantar,2021-05-19,Zelení,0.02,W20/21
