,identifier,pollster:id,link,start_date,end_date,published_date,population,sponsor,method,n,area,done_by_x,notes_x,,question:identifier,poll:identifier,choice:id,topic_id,value_x,done_by_y,notes_y,start_date_date,end_date_date,middle_date_date_x,middle_date,middle_date_date_y,value_y
882,2020-08,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2495556-trendy_ceska_2020_vlna_62_volebni_model.pdf,2020-08-24,2020-09-11,2020-09-20,,ČT,,1200,ČR,Michal Škop,,,model,2020-08,STAN,model psp,0.065,Michal Škop,,2020-08-24,2020-09-11,2020-09-02,2020-09-02,2020-09-02,0.06814803821918042
883,2020-08,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2495556-trendy_ceska_2020_vlna_62_volebni_model.pdf,2020-08-24,2020-09-11,2020-09-20,,ČT,,1200,ČR,Michal Škop,,,model,2020-08,TOP 09,model psp,0.05,Michal Škop,,2020-08-24,2020-09-11,2020-09-02,2020-09-02,2020-09-02,0.051157973261625515
884,2020-08,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2495556-trendy_ceska_2020_vlna_62_volebni_model.pdf,2020-08-24,2020-09-11,2020-09-20,,ČT,,1200,ČR,Michal Škop,,,model,2020-08,Trikolóra,model psp,0.025,Michal Škop,,2020-08-24,2020-09-11,2020-09-02,2020-09-02,2020-09-02,0.025778000501700864
885,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,ANO,model psp,0.284,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.28481711308783164
886,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,ODS,model psp,0.106,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.12355701139334203
887,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,Piráti,model psp,0.128,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.159455987261487
888,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,KSČM,model psp,0.073,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.06453848497643987
889,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,SPD,model psp,0.08800000000000001,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.07467172316319627
890,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,ČSSD,model psp,0.073,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.07113495289883864
891,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,KDU-ČSL,model psp,0.054000000000000006,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.04815278845227838
892,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,STAN,model psp,0.075,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.06910550022819785
893,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,TOP 09,model psp,0.053,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.05117881028805291
894,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,Zelení,model psp,0.011000000000000001,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.013588890713165614
895,2020-09,STEM,https://www.stem.cz/volebni-preference-stem-zari-2020/,2020-08-31,2020-09-13,2020-09-22,,CNN Prima,,1027,ČR,Michal Škop,,,model,2020-09,Trikolóra,model psp,0.034,Michal Škop,,2020-08-31,2020-09-13,2020-09-06,2020-09-06,2020-09-06,0.025827456564296598
896,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,ANO,model psp,0.315,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.2839811773375191
897,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,ČSSD,model psp,0.105,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.07042782261956484
898,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,KSČM,model psp,0.095,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.06465558712943074
899,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,ODS,model psp,0.125,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.12345139471016327
900,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,TOP 09,model psp,0.04,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.05112714185261777
901,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,KDU-ČSL,model psp,0.035,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.047788830824447806
902,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,Piráti,model psp,0.16,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.16082430492922611
903,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,SPD,model psp,0.045,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.0746236044788223
904,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,STAN,model psp,0.045,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.07027670186325315
905,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,Zelení,model psp,0.01,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.013451388375104917
906,2020-09,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a5281/f9/pv200925.pdf,2020-09-05,2020-09-20,2020-09-25,,,,917,ČR,Michal Škop,,,model,2020-09,Trikolóra,model psp,0.02,Michal Škop,,2020-09-05,2020-09-20,2020-09-12,2020-09-12,2020-09-12,0.025524766097785458
907,2020-09,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2506702-trendy_ceska_2020_vlna_63_volebni_model.pdf,2020-09-21,2020-10-09,2020-10-18,,ČT,,1200,ČR,Michal Škop,,,model,2020-09,ANO,model psp,0.245,Michal Škop,,2020-09-21,2020-10-09,2020-09-30,2020-09-30,2020-09-30,0.27703900964934913
908,2020-09,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2506702-trendy_ceska_2020_vlna_63_volebni_model.pdf,2020-09-21,2020-10-09,2020-10-18,,ČT,,1200,ČR,Michal Škop,,,model,2020-09,ODS,model psp,0.135,Michal Škop,,2020-09-21,2020-10-09,2020-09-30,2020-09-30,2020-09-30,0.12287010817229543
909,2020-09,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2506702-trendy_ceska_2020_vlna_63_volebni_model.pdf,2020-09-21,2020-10-09,2020-10-18,,ČT,,1200,ČR,Michal Škop,,,model,2020-09,Piráti,model psp,0.19,Michal Škop,,2020-09-21,2020-10-09,2020-09-30,2020-09-30,2020-09-30,0.1654834006904345
910,2020-09,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2506702-trendy_ceska_2020_vlna_63_volebni_model.pdf,2020-09-21,2020-10-09,2020-10-18,,ČT,,1200,ČR,Michal Škop,,,model,2020-09,KSČM,model psp,0.045,Michal Škop,,2020-09-21,2020-10-09,2020-09-30,2020-09-30,2020-09-30,0.06085132989377918
911,2020-09,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2506702-trendy_ceska_2020_vlna_63_volebni_model.pdf,2020-09-21,2020-10-09,2020-10-18,,ČT,,1200,ČR,Michal Škop,,,model,2020-09,SPD,model psp,0.08,Michal Škop,,2020-09-21,2020-10-09,2020-09-30,2020-09-30,2020-09-30,0.07854901536976304
912,2020-09,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2506702-trendy_ceska_2020_vlna_63_volebni_model.pdf,2020-09-21,2020-10-09,2020-10-18,,ČT,,1200,ČR,Michal Škop,,,model,2020-09,ČSSD,model psp,0.04,Michal Škop,,2020-09-21,2020-10-09,2020-09-30,2020-09-30,2020-09-30,0.06340790531834496
913,2020-09,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2506702-trendy_ceska_2020_vlna_63_volebni_model.pdf,2020-09-21,2020-10-09,2020-10-18,,ČT,,1200,ČR,Michal Škop,,,model,2020-09,KDU-ČSL,model psp,0.06,Michal Škop,,2020-09-21,2020-10-09,2020-09-30,2020-09-30,2020-09-30,0.04849128655437795
914,2020-09,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2506702-trendy_ceska_2020_vlna_63_volebni_model.pdf,2020-09-21,2020-10-09,2020-10-18,,ČT,,1200,ČR,Michal Škop,,,model,2020-09,STAN,model psp,0.095,Michal Škop,,2020-09-21,2020-10-09,2020-09-30,2020-09-30,2020-09-30,0.07793236994787962
915,2020-09,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2506702-trendy_ceska_2020_vlna_63_volebni_model.pdf,2020-09-21,2020-10-09,2020-10-18,,ČT,,1200,ČR,Michal Škop,,,model,2020-09,TOP 09,model psp,0.055,Michal Škop,,2020-09-21,2020-10-09,2020-09-30,2020-09-30,2020-09-30,0.05261681284781583
916,2020-09,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2506702-trendy_ceska_2020_vlna_63_volebni_model.pdf,2020-09-21,2020-10-09,2020-10-18,,ČT,,1200,ČR,Michal Škop,,,model,2020-09,Trikolóra,model psp,0.03,Michal Škop,,2020-09-21,2020-10-09,2020-09-30,2020-09-30,2020-09-30,0.02535346759547835
917,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,ANO,model psp,0.285,Michal Škop,doesn't add to 100%,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.274741945505073
918,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,ODS,model psp,0.13,Michal Škop,,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.12077252639821957
919,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,Piráti,model psp,0.135,Michal Škop,,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.16660498313792516
920,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,SPD,model psp,0.075,Michal Škop,,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.08175851957427513
921,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,KSČM,model psp,0.07,Michal Škop,,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.05939698752731017
922,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,ČSSD,model psp,0.065,Michal Škop,,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.060054438306193475
923,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,TOP 09,model psp,0.065,Michal Škop,,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.053678586247120984
924,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,KDU-ČSL,model psp,0.05,Michal Škop,,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.0476534679222107
925,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,STAN,model psp,0.075,Michal Škop,,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.08276775295158649
926,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,Zelení,model psp,0.015,Michal Škop,,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.014190036626759132
927,2020-10,Median,https://www.median.eu/cs/wp-content/uploads/2020/11/MEDIAN_voleni_model_2020_10.pdf,2020-10-01,2020-10-29,2020-11-06,,,,1072,ČR,Michal Škop,,,model,2020-10,Trikolóra,model psp,0.02,Michal Škop,,2020-10-01,2020-10-29,2020-10-15,2020-10-15,2020-10-15,0.0245756934620401
928,2020-10,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2515936-trendy_ceska_2020_vlna_64_volebni_model.pdf,2020-10-19,2020-11-06,2020-11-15,,ČT,,1200,ČR,Michal Škop,,,model,2020-10,ANO,model psp,0.275,Michal Škop,,2020-10-19,2020-11-06,2020-10-28,2020-10-28,2020-10-28,0.2717072132173632
929,2020-10,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2515936-trendy_ceska_2020_vlna_64_volebni_model.pdf,2020-10-19,2020-11-06,2020-11-15,,ČT,,1200,ČR,Michal Škop,,,model,2020-10,ODS,model psp,0.105,Michal Škop,,2020-10-19,2020-11-06,2020-10-28,2020-10-28,2020-10-28,0.11769488114297601
930,2020-10,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2515936-trendy_ceska_2020_vlna_64_volebni_model.pdf,2020-10-19,2020-11-06,2020-11-15,,ČT,,1200,ČR,Michal Škop,,,model,2020-10,Piráti,model psp,0.21,Michal Škop,,2020-10-19,2020-11-06,2020-10-28,2020-10-28,2020-10-28,0.171379061633117
931,2020-10,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2515936-trendy_ceska_2020_vlna_64_volebni_model.pdf,2020-10-19,2020-11-06,2020-11-15,,ČT,,1200,ČR,Michal Škop,,,model,2020-10,KSČM,model psp,0.045,Michal Škop,,2020-10-19,2020-11-06,2020-10-28,2020-10-28,2020-10-28,0.05706617818906491
932,2020-10,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2515936-trendy_ceska_2020_vlna_64_volebni_model.pdf,2020-10-19,2020-11-06,2020-11-15,,ČT,,1200,ČR,Michal Škop,,,model,2020-10,SPD,model psp,0.09,Michal Škop,,2020-10-19,2020-11-06,2020-10-28,2020-10-28,2020-10-28,0.08524387597376118
933,2020-10,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2515936-trendy_ceska_2020_vlna_64_volebni_model.pdf,2020-10-19,2020-11-06,2020-11-15,,ČT,,1200,ČR,Michal Škop,,,model,2020-10,ČSSD,model psp,0.03,Michal Škop,,2020-10-19,2020-11-06,2020-10-28,2020-10-28,2020-10-28,0.05662363292499224
934,2020-10,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2515936-trendy_ceska_2020_vlna_64_volebni_model.pdf,2020-10-19,2020-11-06,2020-11-15,,ČT,,1200,ČR,Michal Škop,,,model,2020-10,KDU-ČSL,model psp,0.04,Michal Škop,,2020-10-19,2020-11-06,2020-10-28,2020-10-28,2020-10-28,0.0465812666046191
935,2020-10,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2515936-trendy_ceska_2020_vlna_64_volebni_model.pdf,2020-10-19,2020-11-06,2020-11-15,,ČT,,1200,ČR,Michal Škop,,,model,2020-10,STAN,model psp,0.11,Michal Škop,,2020-10-19,2020-11-06,2020-10-28,2020-10-28,2020-10-28,0.08827845483073495
936,2020-10,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2515936-trendy_ceska_2020_vlna_64_volebni_model.pdf,2020-10-19,2020-11-06,2020-11-15,,ČT,,1200,ČR,Michal Škop,,,model,2020-10,TOP 09,model psp,0.055,Michal Škop,,2020-10-19,2020-11-06,2020-10-28,2020-10-28,2020-10-28,0.05336059981047521
937,2020-10,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2515936-trendy_ceska_2020_vlna_64_volebni_model.pdf,2020-10-19,2020-11-06,2020-11-15,,ČT,,1200,ČR,Michal Škop,,,model,2020-10,Trikolóra,model psp,0.02,Michal Škop,,2020-10-19,2020-11-06,2020-10-28,2020-10-28,2020-10-28,0.024379235786775727
938,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,ANO,model psp,0.285,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.26695517651652956
939,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,ODS,model psp,0.105,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.1149798806137662
940,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,Piráti,model psp,0.14,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.172163099986466
941,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,SPD,model psp,0.085,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.08950776751499889
942,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,KSČM,model psp,0.06,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.055457113954143315
943,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,ČSSD,model psp,0.07,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.05549441979393909
944,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,TOP 09,model psp,0.05,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.052545716689469904
945,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,KDU-ČSL,model psp,0.045,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.04602627199112166
946,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,STAN,model psp,0.105,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.09332259404280831
947,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,Zelení,model psp,0.015,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.014644754646630911
948,2020-11,Median,https://www.median.eu/cs/wp-content/uploads/2020/12/MEDIAN_voleni_model_2020_11.pdf,2020-11-01,2020-11-30,2020-12-03,,,,1003,ČR,Michal Škop,,,model,2020-11,Trikolóra,model psp,0.025,Michal Škop,,2020-11-01,2020-11-30,2020-11-15,2020-11-15,2020-11-15,0.024899067527452697
949,2020-11,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2522422-trendy_ceska_2020_vlna_65_volebni_model.pdf,2020-11-13,2020-12-04,2020-12-13,,ČT,,1200,ČR,Michal Škop,,,model,2020-11,ANO,model psp,0.25,Michal Škop,,2020-11-13,2020-12-04,2020-11-23,2020-11-23,2020-11-23,0.2637794407727677
950,2020-11,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2522422-trendy_ceska_2020_vlna_65_volebni_model.pdf,2020-11-13,2020-12-04,2020-12-13,,ČT,,1200,ČR,Michal Škop,,,model,2020-11,ODS,model psp,0.115,Michal Škop,,2020-11-13,2020-12-04,2020-11-23,2020-11-23,2020-11-23,0.11443125792979685
951,2020-11,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2522422-trendy_ceska_2020_vlna_65_volebni_model.pdf,2020-11-13,2020-12-04,2020-12-13,,ČT,,1200,ČR,Michal Škop,,,model,2020-11,Piráti,model psp,0.2,Michal Škop,,2020-11-13,2020-12-04,2020-11-23,2020-11-23,2020-11-23,0.17527498591363486
952,2020-11,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2522422-trendy_ceska_2020_vlna_65_volebni_model.pdf,2020-11-13,2020-12-04,2020-12-13,,ČT,,1200,ČR,Michal Škop,,,model,2020-11,KSČM,model psp,0.035,Michal Škop,,2020-11-13,2020-12-04,2020-11-23,2020-11-23,2020-11-23,0.054477476075124834
953,2020-11,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2522422-trendy_ceska_2020_vlna_65_volebni_model.pdf,2020-11-13,2020-12-04,2020-12-13,,ČT,,1200,ČR,Michal Škop,,,model,2020-11,SPD,model psp,0.105,Michal Škop,,2020-11-13,2020-12-04,2020-11-23,2020-11-23,2020-11-23,0.09164396232002152
954,2020-11,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2522422-trendy_ceska_2020_vlna_65_volebni_model.pdf,2020-11-13,2020-12-04,2020-12-13,,ČT,,1200,ČR,Michal Škop,,,model,2020-11,ČSSD,model psp,0.045,Michal Škop,,2020-11-13,2020-12-04,2020-11-23,2020-11-23,2020-11-23,0.05411595218126764
955,2020-11,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2522422-trendy_ceska_2020_vlna_65_volebni_model.pdf,2020-11-13,2020-12-04,2020-12-13,,ČT,,1200,ČR,Michal Škop,,,model,2020-11,KDU-ČSL,model psp,0.045,Michal Škop,,2020-11-13,2020-12-04,2020-11-23,2020-11-23,2020-11-23,0.04582868537953936
956,2020-11,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2522422-trendy_ceska_2020_vlna_65_volebni_model.pdf,2020-11-13,2020-12-04,2020-12-13,,ČT,,1200,ČR,Michal Škop,,,model,2020-11,STAN,model psp,0.105,Michal Škop,,2020-11-13,2020-12-04,2020-11-23,2020-11-23,2020-11-23,0.09492033670225432
957,2020-11,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2522422-trendy_ceska_2020_vlna_65_volebni_model.pdf,2020-11-13,2020-12-04,2020-12-13,,ČT,,1200,ČR,Michal Škop,,,model,2020-11,TOP 09,model psp,0.05,Michal Škop,,2020-11-13,2020-12-04,2020-11-23,2020-11-23,2020-11-23,0.052343157428868484
958,2021-01,Median,https://www.median.eu/cs/wp-content/uploads/2021/02/Volby_2021_01_v03_FINAL.pdf,2021-01-01,2021-01-29,2021-02-02,,,,1062,ČR,Michal Škop,,,model,2021-01,ANO,model psp,0.265,Michal Škop,,2021-01-01,2021-01-29,2021-01-15,2021-01-15,2021-01-15,0.250093360220557
959,2021-01,Median,https://www.median.eu/cs/wp-content/uploads/2021/02/Volby_2021_01_v03_FINAL.pdf,2021-01-01,2021-01-29,2021-02-02,,,,1062,ČR,Michal Škop,,,model,2021-01,Piráti+STAN,model psp,0.25,Michal Škop,,2021-01-01,2021-01-29,2021-01-15,2021-01-15,2021-01-15,0.26638174778866663
960,2021-01,Median,https://www.median.eu/cs/wp-content/uploads/2021/02/Volby_2021_01_v03_FINAL.pdf,2021-01-01,2021-01-29,2021-02-02,,,,1062,ČR,Michal Škop,,,model,2021-01,SPOLU,model psp,0.185,Michal Škop,,2021-01-01,2021-01-29,2021-01-15,2021-01-15,2021-01-15,0.19501746864308192
961,2021-01,Median,https://www.median.eu/cs/wp-content/uploads/2021/02/Volby_2021_01_v03_FINAL.pdf,2021-01-01,2021-01-29,2021-02-02,,,,1062,ČR,Michal Škop,,,model,2021-01,SPD,model psp,0.09,Michal Škop,,2021-01-01,2021-01-29,2021-01-15,2021-01-15,2021-01-15,0.09939761583585105
